title,certificate,runtime,genre,rating,director,gross_earn
The Odd Couple,A,105 min,Comedy,7.6,Gene Saks,$44.53M
The Invisible Man,A,71 min,"Horror, Sci-Fi",7.6,James Whale,
A Fistful of Dynamite,AA,157 min,"Drama, War, Western",7.6,Sergio Leone,$0.70M
A Little Princess,U,97 min,"Drama, Family, Fantasy",7.6,Alfonso Cuarón,$10.02M
The Red Violin,15,130 min,"Drama, Music, Mystery",7.6,François Girard,$9.47M
Interstate 60: Episodes of the Road,15,116 min,"Adventure, Comedy, Drama",7.6,Bob Gale,
Raanjhanaa,12A,140 min,"Drama, Romance",7.6,Aanand L. Rai,$0.88M
Gilda,A,110 min,"Drama, Film-Noir, Romance",7.6,Charles Vidor,
Vampire Hunter D: Bloodlust,15,103 min,"Animation, Action, Drama",7.6,Jack Fletcher,$0.15M
Romeo and Juliet,A,138 min,"Drama, Romance",7.6,Franco Zeffirelli,$38.90M
On Golden Pond,A,109 min,Drama,7.6,Mark Rydell,$119.29M
Eyes Without a Face,15,90 min,"Drama, Horror",7.6,Georges Franju,$0.05M
Wake Up Sid,PG,138 min,"Comedy, Drama, Romance",7.6,Ayan Mukherjee,$0.72M
Lupin III: The Castle of Cagliostro,PG,100 min,"Animation, Action, Adventure",7.6,Hayao Miyazaki,
The Taking of Pelham One Two Three,AA,104 min,"Action, Crime, Thriller",7.6,Joseph Sargent,$2.49M
Weekend,18,97 min,"Drama, Romance",7.6,Andrew Haigh,$0.46M
The Ladykillers,U,91 min,"Comedy, Crime",7.6,Alexander Mackendrick,
Gettysburg,PG,259 min,"Drama, History, War",7.6,Ron Maxwell,$10.77M
Lifeboat,PG,97 min,"Drama, War",7.6,Alfred Hitchcock,
Highway,12A,133 min,"Crime, Drama, Romance",7.6,Imtiaz Ali,$0.53M
Tanu Weds Manu Returns,12A,128 min,"Comedy, Drama, Romance",7.6,Aanand L. Rai,
Baazigar,15,175 min,"Crime, Drama, Musical",7.6,Abbas Alibhai Burmawalla,
Sophie Scholl: The Final Days,PG,120 min,"Biography, Crime, Drama",7.6,Marc Rothemund,$0.68M
"Play It Again, Sam",AA,85 min,"Comedy, Romance",7.6,Herbert Ross,$2.30M
Control,15,111 min,"Comedy, Crime, Drama",7.6,Nimród Antal,$0.24M
Vera Drake,12A,125 min,"Crime, Drama",7.6,Mike Leigh,$3.75M
Walkabout,AA,100 min,"Adventure, Drama",7.6,Nicolas Roeg,$0.02M
McCabe & Mrs. Miller,X,120 min,"Drama, Western",7.6,Robert Altman,$8.20M
Bande à Part,A,95 min,"Comedy, Crime, Drama",7.6,Jean-Luc Godard,$0.04M
The Magnificent Ambersons,U,88 min,"Drama, Romance",7.6,Orson Welles,
Bloody Sunday,15,107 min,"Drama, History, War",7.6,Paul Greengrass,$0.77M
The Shootist,A,100 min,"Drama, Romance, Western",7.6,Don Siegel,
Beautiful Thing,15,90 min,"Comedy, Drama, Romance",7.6,Hettie Macdonald,$1.50M
The Man Without a Past,12A,97 min,"Comedy, Drama, Romance",7.6,Aki Kaurismäki,$0.92M
I've Loved You So Long,12A,117 min,Drama,7.6,Philippe Claudel,$3.17M
The Hunger Games: Catching Fire,12A,146 min,"Action, Adventure, Sci-Fi",7.5,Francis Lawrence,$424.67M
Harry Potter and the Order of the Phoenix,12A,138 min,"Action, Adventure, Family",7.5,David Yates,$292.00M
Juno,12A,96 min,"Comedy, Drama",7.5,Jason Reitman,$143.50M
Source Code,12A,93 min,"Action, Drama, Mystery",7.5,Duncan Jones,$54.71M
The Conjuring,15,112 min,"Horror, Mystery, Thriller",7.5,James Wan,$137.40M
Indiana Jones and the Temple of Doom,12A,118 min,"Action, Adventure",7.5,Steven Spielberg,$179.87M
Fury,15,134 min,"Action, Drama, War",7.5,David Ayer,$85.82M
Ice Age,U,81 min,"Animation, Adventure, Comedy",7.5,Chris Wedge,$176.39M
The Hurt Locker,15,131 min,"Drama, Thriller, War",7.5,Kathryn Bigelow,$17.02M
Gangs of New York,18,167 min,"Crime, Drama",7.5,Martin Scorsese,$77.81M
Scott Pilgrim vs. the World,12A,112 min,"Action, Comedy, Fantasy",7.5,Edgar Wright,$31.49M
28 Days Later,18,113 min,"Drama, Horror, Sci-Fi",7.5,Danny Boyle,$45.06M
Collateral,15,120 min,"Action, Crime, Drama",7.5,Michael Mann,$101.01M
The Town,15,125 min,"Crime, Drama, Thriller",7.5,Ben Affleck,$92.19M
Batman,12,126 min,"Action, Adventure",7.5,Tim Burton,$251.19M
The Devil's Advocate,18,144 min,"Drama, Mystery, Thriller",7.5,Taylor Hackford,$60.98M
The Aviator,12A,170 min,"Biography, Drama",7.5,Martin Scorsese,$102.61M
Jackie Brown,15,154 min,"Crime, Drama, Thriller",7.5,Quentin Tarantino,$39.67M
Eyes Wide Shut,18,159 min,"Drama, Mystery, Thriller",7.5,Stanley Kubrick,$55.69M
Les Misérables,12A,158 min,"Drama, Musical, Romance",7.5,Tom Hooper,$148.81M
Total Recall,18,113 min,"Action, Adventure, Sci-Fi",7.5,Paul Verhoeven,$119.39M
Hugo,U,126 min,"Adventure, Drama, Family",7.5,Martin Scorsese,$73.86M
Interview with the Vampire: The Vampire Chronicles,18,123 min,"Drama, Fantasy, Horror",7.5,Neil Jordan,$105.26M
Babel,15,143 min,Drama,7.5,Alejandro G. Iñárritu,$34.30M
Beetlejuice,15,92 min,"Comedy, Fantasy",7.5,Tim Burton,$73.71M
Lone Survivor,15,121 min,"Action, Biography, Drama",7.5,Peter Berg,$125.10M
Fear and Loathing in Las Vegas,18,118 min,"Adventure, Comedy, Drama",7.5,Terry Gilliam,$10.68M
Contact,PG,150 min,"Drama, Mystery, Sci-Fi",7.5,Robert Zemeckis,$100.92M
Blow,18,124 min,"Biography, Crime, Drama",7.5,Ted Demme,$52.99M
Perfume: The Story of a Murderer,15,147 min,"Crime, Drama, Fantasy",7.5,Tom Tykwer,$2.22M
Kiss Kiss Bang Bang,15,103 min,"Comedy, Crime, Mystery",7.5,Shane Black,$4.24M
Munich,15,164 min,"Action, Drama, History",7.5,Steven Spielberg,$47.40M
The Impossible,12A,114 min,"Adventure, Drama, History",7.5,J.A. Bayona,$19.02M
Thank You for Smoking,15,92 min,"Comedy, Drama",7.5,Jason Reitman,$24.79M
Sleepers,15,147 min,"Crime, Drama, Thriller",7.5,Barry Levinson,$49.10M
Sideways,15,127 min,"Comedy, Drama, Romance",7.5,Alexander Payne,$71.50M
National Lampoon's Christmas Vacation,12,97 min,Comedy,7.5,Jeremiah S. Chechik,$71.32M
Grindhouse,18,191 min,"Action, Horror, Thriller",7.5,Robert Rodriguez,$25.04M
The Crow,18,102 min,"Action, Crime, Drama",7.5,Alex Proyas,$50.69M
The Assassination of Jesse James by the Coward Robert Ford,15,160 min,"Biography, Crime, Drama",7.5,Andrew Dominik,$3.90M
Tucker and Dale vs Evil,15,89 min,"Comedy, Horror",7.5,Eli Craig,$0.22M
The Abyss,U,140 min,"Adventure, Drama, Mystery",7.5,James Cameron,$54.46M
Milk,15,128 min,"Biography, Crime, Drama",7.5,Gus Van Sant,$31.84M
Legends of the Fall,15,133 min,"Drama, Romance, War",7.5,Edward Zwick,$66.64M
Saving Mr. Banks,PG,125 min,"Biography, Comedy, Drama",7.5,John Lee Hancock,$83.30M
We Need to Talk About Kevin,15,112 min,"Drama, Mystery, Thriller",7.5,Lynne Ramsay,$1.74M
Thelma & Louise,15,130 min,"Adventure, Crime, Drama",7.5,Ridley Scott,$45.36M
Trading Places,15,116 min,Comedy,7.5,John Landis,$90.40M
Pinocchio,U,88 min,"Animation, Adventure, Comedy",7.5,Norman Ferguson,$84.25M
A Fish Called Wanda,15,108 min,"Comedy, Crime",7.5,Charles Crichton,$63.49M
Brooklyn,12A,117 min,"Drama, Romance",7.5,John Crowley,$38.32M
The Book Thief,12A,131 min,"Drama, War",7.5,Brian Percival,$21.49M
The Curse of the Were-Rabbit,U,85 min,"Animation, Adventure, Comedy",7.5,Steve Box,$56.11M
Still Alice,12A,101 min,Drama,7.5,Richard Glatzer,$18.75M
The Hours,12A,110 min,"Drama, Romance",7.5,Stephen Daldry,$41.68M
Pleasantville,12,124 min,"Comedy, Drama, Fantasy",7.5,Gary Ross,$40.57M
Doubt,15,104 min,"Drama, Mystery",7.5,John Patrick Shanley,$33.42M
Robin Hood,U,83 min,"Animation, Adventure, Comedy",7.5,Wolfgang Reitherman,$32.06M
Leaving Las Vegas,18,111 min,"Drama, Romance",7.5,Mike Figgis,$31.97M
The Life of David Gale,15,130 min,"Crime, Drama, Thriller",7.5,Alan Parker,$19.59M
The Meaning of Life,18,107 min,"Comedy, Musical",7.5,Terry Jones,$14.93M
Field of Dreams,PG,107 min,"Drama, Family, Fantasy",7.5,Phil Alden Robinson,$64.43M
The Omen,X,111 min,"Horror, Mystery",7.5,Richard Donner,$4.27M
A Single Man,12A,99 min,"Drama, Romance",7.5,Tom Ford,$9.17M
House of Flying Daggers,15,119 min,"Action, Adventure, Drama",7.5,Yimou Zhang,$11.05M
Little Children,15,137 min,"Drama, Romance",7.5,Todd Field,$5.46M
The Man Who Wasn't There,15,116 min,"Crime, Drama",7.5,Joel Coen,$7.49M
An American Werewolf in London,X,97 min,"Comedy, Horror",7.5,John Landis,$30.57M
Ip Man 2,15,108 min,"Action, Biography, Drama",7.5,Wilson Yip,$0.21M
The Warriors,X,93 min,"Action, Crime, Thriller",7.5,Walter Hill,$22.49M
Headhunters,15,100 min,"Action, Crime, Thriller",7.5,Morten Tyldum,$1.20M
Lolita,X,153 min,"Crime, Drama, Romance",7.5,Stanley Kubrick,$9.25M
Boys Don't Cry,18,118 min,"Biography, Crime, Drama",7.5,Kimberly Peirce,$11.53M
Braindead,18,104 min,"Comedy, Fantasy, Horror",7.5,Peter Jackson,$0.24M
Dead Man,18,121 min,"Adventure, Drama, Fantasy",7.5,Jim Jarmusch,$1.04M
42,12A,128 min,"Biography, Drama, Sport",7.5,Brian Helgeland,$95.00M
Dead Man Walking,15,122 min,"Crime, Drama",7.5,Tim Robbins,$39.39M
Following,15,69 min,"Crime, Mystery, Thriller",7.5,Christopher Nolan,$0.05M
Selma,12A,128 min,"Biography, Drama, History",7.5,Ava DuVernay,$52.08M
"Synecdoche, New York",15,124 min,Drama,7.5,Charlie Kaufman,$3.08M
Ghost Dog: The Way of the Samurai,15,116 min,"Crime, Drama",7.5,Jim Jarmusch,$3.31M
The Piano,15,121 min,"Drama, Music, Romance",7.5,Jane Campion,$40.16M
Midnight Run,15,126 min,"Action, Comedy, Crime",7.5,Martin Brest,$38.41M
The Fisher King,15,137 min,"Comedy, Drama, Fantasy",7.5,Terry Gilliam,$41.90M
Fruitvale Station,15,85 min,"Biography, Crime, Drama",7.5,Ryan Coogler,$16.10M
A Perfect World,15,138 min,"Crime, Drama, Thriller",7.5,Clint Eastwood,$31.16M
The Wicker Man,X,88 min,"Horror, Mystery, Thriller",7.5,Robin Hardy,$0.06M
Midnight Express,X,121 min,"Biography, Crime, Drama",7.5,Alan Parker,$35.00M
Lady Vengeance,18,115 min,"Crime, Drama, Thriller",7.5,Park Chan-wook,$0.21M
Disconnect,15,115 min,"Drama, Thriller",7.5,Henry Alex Rubin,$7.44M
Funny Games,18,108 min,"Crime, Drama, Thriller",7.5,Michael Haneke,
Hunger,15,96 min,"Biography, Crime, Drama",7.5,Steve McQueen,$0.15M
A Simple Plan,15,121 min,"Crime, Drama, Thriller",7.5,Sam Raimi,$16.31M
Love Me If You Dare,15,93 min,"Comedy, Drama, Romance",7.5,Yann Samuell,$0.55M
Quiz Show,15,133 min,"Biography, Drama, History",7.5,Robert Redford,$24.82M
House of Sand and Fog,15,126 min,"Crime, Drama",7.5,Vadim Perelman,$13.01M
Sympathy for Mr. Vengeance,18,121 min,"Crime, Drama, Thriller",7.5,Park Chan-wook,$0.05M
The City of Lost Children,15,112 min,"Drama, Fantasy, Sci-Fi",7.5,Marc Caro,$1.51M
13 Assassins,15,141 min,"Action, Adventure, Drama",7.5,Takashi Miike,$0.80M
The Piano Teacher,18,131 min,"Drama, Music",7.5,Michael Haneke,$1.90M
Rudy,PG,114 min,"Biography, Drama, Sport",7.5,David Anspaugh,$22.75M
Blow-Up,X,111 min,"Drama, Mystery, Thriller",7.5,Michelangelo Antonioni,
The Player,15,124 min,"Comedy, Crime, Drama",7.5,Robert Altman,$21.71M
The Great Debaters,12,126 min,"Biography, Drama, Romance",7.5,Denzel Washington,$30.23M
Menace II Society,18,97 min,"Crime, Drama, Thriller",7.5,Albert Hughes,$27.90M
Chaplin,12,143 min,"Biography, Comedy, Drama",7.5,Richard Attenborough,$9.49M
Secondhand Lions,12,111 min,"Comedy, Drama, Family",7.5,Tim McCanlies,$41.41M
5 Centimeters per Second,U,63 min,"Animation, Drama, Family",7.5,Makoto Shinkai,
The Last Temptation of Christ,18,164 min,Drama,7.5,Martin Scorsese,$7.63M
Who Am I,15,102 min,"Crime, Drama, Mystery",7.5,Baran bo Odar,
High Plains Drifter,A,105 min,"Drama, Mystery, Western",7.5,Clint Eastwood,$15.70M
The Producers,A,88 min,"Comedy, Music",7.5,Mel Brooks,$0.11M
Tell No One,15,131 min,"Crime, Drama, Mystery",7.5,Guillaume Canet,$6.18M
The Flowers of War,15,146 min,"Drama, History, Romance",7.5,Yimou Zhang,$0.01M
Show Me Love,15,89 min,"Comedy, Drama, Romance",7.5,Lukas Moodysson,$0.17M
The Big Blue,15,168 min,"Adventure, Drama, Sport",7.5,Luc Besson,$3.50M
The Guns of Navarone,U,158 min,"Action, Adventure, Drama",7.5,J. Lee Thompson,$28.90M
"The Adventures of Priscilla, Queen of the Desert",15,104 min,"Comedy, Music",7.5,Stephan Elliott,$11.22M
The Wind that Shakes the Barley,15,127 min,"Drama, War",7.5,Ken Loach,$1.83M
Zatoichi: The Blind Swordsman,18,116 min,"Action, Comedy, Crime",7.5,Takeshi Kitano,$0.85M
Forbidden Planet,U,98 min,"Adventure, Sci-Fi",7.5,Fred M. Wilcox,$3.00M
Spellbound,A,111 min,"Film-Noir, Mystery, Romance",7.5,Alfred Hitchcock,$7.00M
Sophie's Choice,15,150 min,"Drama, Romance",7.5,Alan J. Pakula,$30.04M
A Royal Affair,15,137 min,"Biography, Drama, History",7.5,Nikolaj Arcel,$1.55M
The Legend of Drunken Master,12,102 min,"Action, Comedy",7.5,Chia-Liang Liu,$11.55M
The Counterfeiters,15,99 min,"Crime, Drama, History",7.5,Stefan Ruzowitzky,$5.48M
Life as a House,15,125 min,Drama,7.5,Irwin Winkler,$15.65M
The Damned United,15,98 min,"Biography, Drama, Sport",7.5,Tom Hooper,$0.45M
Of Mice and Men,PG,115 min,"Drama, Western",7.5,Gary Sinise,$5.10M
White Christmas,U,120 min,"Comedy, Musical, Romance",7.5,Michael Curtiz,$30.00M
Whale Rider,PG,101 min,"Drama, Family",7.5,Niki Caro,$20.78M
Devdas,PG,182 min,"Drama, Musical, Romance",7.5,Sanjay Leela Bhansali,$3.50M
It's a Mad Mad Mad Mad World,U,210 min,"Action, Adventure, Comedy",7.5,Stanley Kramer,$46.30M
"Lust, Caution",18,157 min,"Drama, History, Romance",7.5,Ang Lee,$4.60M
Women on the Verge of a Nervous Breakdown,15,88 min,"Comedy, Drama",7.5,Pedro Almodóvar,$7.18M
The Time Machine,PG,103 min,"Adventure, Romance, Sci-Fi",7.5,George Pal,
The Secret of N-I-M-H,U,82 min,"Animation, Adventure, Drama",7.5,Don Bluth,$10.14M
A Bittersweet Life,18,119 min,"Action, Crime, Drama",7.5,Jee-woon Kim,
"The Cook, the Thief, His Wife & Her Lover",18,124 min,"Crime, Drama",7.5,Peter Greenaway,$7.72M
Deep Red,18,127 min,"Horror, Mystery, Thriller",7.5,Dario Argento,
Hair,AA,121 min,"Comedy, Drama, Musical",7.5,Milos Forman,$15.28M
The Many Adventures of Winnie the Pooh,U,74 min,"Animation, Adventure, Comedy",7.5,John Lounsbery,
Police Story,15,99 min,"Action, Comedy, Crime",7.5,Jackie Chan,$0.11M
The Class,15,128 min,Drama,7.5,Laurent Cantet,$3.77M
The Illusionist,PG,90 min,"Animation, Drama, Fantasy",7.5,Sylvain Chomet,$2.23M
The Sweet Hereafter,15,112 min,Drama,7.5,Atom Egoyan,$3.25M
Stalingrad,15,134 min,"Drama, War",7.5,Joseph Vilsmaier,$0.08M
Tora! Tora! Tora!,U,144 min,"Action, Drama, History",7.5,Richard Fleischer,$29.55M
Godzilla,X,96 min,"Horror, Sci-Fi",7.5,Ishirô Honda,$2.42M
Mesrine Part 1: Killer Instinct,15,113 min,"Action, Biography, Crime",7.5,Jean-François Richet,$0.55M
Pierrot le Fou,A,110 min,"Crime, Drama, Romance",7.5,Jean-Luc Godard,
Sin Nombre,15,96 min,"Adventure, Crime, Drama",7.5,Cary Joji Fukunaga,$2.53M
Jodhaa Akbar,12A,213 min,"Action, Drama, History",7.5,Ashutosh Gowariker,$3.44M
Tyrannosaur,18,92 min,Drama,7.5,Paddy Considine,$0.02M
Contempt,AA,103 min,"Drama, Romance",7.5,Jean-Luc Godard,$0.04M
Jeremiah Johnson,A,108 min,"Adventure, Drama, Western",7.5,Sydney Pollack,$47.74M
The Long Goodbye,X,112 min,"Comedy, Crime, Drama",7.5,Robert Altman,$0.96M
Instructions Not Included,12,115 min,"Comedy, Drama",7.5,Eugenio Derbez,$44.47M
Death Note,12A,126 min,"Crime, Drama, Fantasy",7.5,Shûsuke Kaneko,
The Lady from Shanghai,A,87 min,"Crime, Drama, Film-Noir",7.5,Orson Welles,$0.01M
And Now for Something Completely Different,A,88 min,Comedy,7.5,Ian MacNaughton,
Delhi Belly,15,103 min,"Action, Comedy, Crime",7.5,Abhinay Deo,$1.53M
You Can Count on Me,15,111 min,Drama,7.5,Kenneth Lonergan,$9.18M
Henry V,PG,137 min,"Biography, Drama, History",7.5,Kenneth Branagh,$10.16M
To Strike,15,130 min,"Action, Crime, Drama",7.5,Bilal Lashari,
Husbands and Wives,15,108 min,"Comedy, Drama, Romance",7.5,Woody Allen,$10.56M
The Barbarian Invasions,18,99 min,"Comedy, Crime, Drama",7.5,Denys Arcand,$3.43M
Dil Se..,12,144 min,"Drama, Romance",7.5,Mani Ratnam,
Mystery Train,15,110 min,"Comedy, Crime, Drama",7.5,Jim Jarmusch,$0.37M
How to Steal a Million,U,123 min,"Comedy, Crime, Romance",7.5,William Wyler,
El Dorado,U,126 min,"Drama, Romance, Western",7.5,Howard Hawks,$12.97M
The Last Detail,X,104 min,"Comedy, Drama",7.5,Hal Ashby,$3.19M
Cyrano de Bergerac,U,137 min,"Comedy, Drama, History",7.5,Jean-Paul Rappeneau,$15.14M
Red Cliff II,142 min,"Action, Adventure, Drama",,7.5,John Woo,$0.63M
The Tin Drum,15,142 min,"Drama, War",7.5,Volker Schlöndorff,
Fist of Legend,18,103 min,"Action, Drama",7.5,Gordon Chan,
Away from Her,12A,110 min,Drama,7.5,Sarah Polley,$4.57M
The Namesake,12,122 min,Drama,7.5,Mira Nair,$8.66M
Spider-Man,12A,121 min,"Action, Adventure, Sci-Fi",7.4,Sam Raimi,$403.71M
Spider-Man 2,PG,127 min,"Action, Adventure, Sci-Fi",7.4,Sam Raimi,$373.59M
Harry Potter and the Chamber of Secrets,PG,161 min,"Adventure, Family, Fantasy",7.4,Chris Columbus,$261.99M
Frozen,PG,102 min,"Animation, Adventure, Comedy",7.4,Chris Buck,$400.74M
John Wick,15,101 min,"Action, Crime, Thriller",7.4,Chad Stahelski,$43.04M
Looper,15,119 min,"Action, Drama, Sci-Fi",7.4,Rian Johnson,$66.49M
Limitless,15,105 min,"Sci-Fi, Thriller",7.4,Neil Burger,$79.25M
X-Men 2,12A,134 min,"Action, Sci-Fi, Thriller",7.4,Bryan Singer,$214.95M
The Hobbit: The Battle of the Five Armies,12A,144 min,"Adventure, Fantasy",7.4,Peter Jackson,$255.12M
"Crazy, Stupid, Love.",12A,118 min,"Comedy, Drama, Romance",7.4,Glenn Ficarra,$84.35M
Mission: Impossible - Ghost Protocol,12A,132 min,"Action, Thriller",7.4,Brad Bird,$209.40M
The Terminal,12A,128 min,"Comedy, Drama, Romance",7.4,Steven Spielberg,$77.87M
Sherlock Holmes: A Game of Shadows,12A,129 min,"Action, Adventure, Mystery",7.4,Guy Ritchie,$186.85M
Back to the Future Part III,PG,118 min,"Adventure, Comedy, Sci-Fi",7.4,Robert Zemeckis,$87.73M
Mission: Impossible - Rogue Nation,12A,131 min,"Action, Adventure, Thriller",7.4,Christopher McQuarrie,$195.04M
Cloud Atlas,15,172 min,"Drama, Mystery, Sci-Fi",7.4,Tom Tykwer,$27.11M
The Rock,15,136 min,"Action, Adventure, Thriller",7.4,Michael Bay,$134.07M
Scream,18,111 min,"Horror, Mystery",7.4,Wes Craven,$103.05M
Up in the Air,15,109 min,"Comedy, Drama, Romance",7.4,Jason Reitman,$83.82M
Equilibrium,15,107 min,"Action, Drama, Sci-Fi",7.4,Kurt Wimmer,$1.20M
Zero Dark Thirty,15,157 min,"Drama, History, Thriller",7.4,Kathryn Bigelow,$95.72M
Law Abiding Citizen,18,109 min,"Action, Crime, Drama",7.4,F. Gary Gray,$73.34M
Predestination,15,97 min,"Action, Drama, Sci-Fi",7.4,Michael Spierig,$0.07M
The Jungle Book,PG,106 min,"Adventure, Drama, Family",7.4,Jon Favreau,$364.00M
Me Before You,12A,106 min,"Drama, Romance",7.4,Thea Sharrock,$56.25M
The Bucket List,12A,97 min,"Adventure, Comedy, Drama",7.4,Rob Reiner,$93.47M
A History of Violence,18,96 min,"Action, Crime, Drama",7.4,David Cronenberg,$31.49M
A Nightmare on Elm Street,18,91 min,Horror,7.4,Wes Craven,$25.50M
Master and Commander: The Far Side of the World,12A,138 min,"Action, Adventure, Drama",7.4,Peter Weir,$93.93M
Garden State,15,102 min,"Comedy, Drama, Romance",7.4,Zach Braff,$26.78M
Bram Stoker's Dracula,18,128 min,"Drama, Fantasy, Horror",7.4,Francis Ford Coppola,$82.52M
The Talented Mr. Ripley,15,139 min,"Crime, Drama, Thriller",7.4,Anthony Minghella,$81.30M
The Evil Dead,18,85 min,Horror,7.4,Sam Raimi,$2.40M
The Emperor's New Groove,U,78 min,"Animation, Adventure, Comedy",7.4,Mark Dindal,$89.30M
Blue Valentine,15,112 min,"Drama, Romance",7.4,Derek Cianfrance,$9.74M
Erin Brockovich,15,131 min,"Biography, Drama",7.4,Steven Soderbergh,$125.60M
The Judge,15,141 min,"Crime, Drama",7.4,David Dobkin,$47.12M
The English Patient,15,162 min,"Drama, Romance, War",7.4,Anthony Minghella,$78.65M
Carrie,X,98 min,"Horror, Mystery",7.4,Brian De Palma,$33.80M
K-PAX,12,120 min,"Drama, Mystery, Sci-Fi",7.4,Iain Softley,$50.34M
High Fidelity,15,113 min,"Comedy, Drama, Music",7.4,Stephen Frears,$27.28M
Mud,12A,130 min,Drama,7.4,Jeff Nichols,$21.59M
[Rec],18,78 min,"Horror, Mystery, Thriller",7.4,Jaume Balagueró,
Army of Darkness,15,81 min,"Comedy, Horror",7.4,Sam Raimi,$11.50M
Superman,A,143 min,"Action, Adventure, Sci-Fi",7.4,Richard Donner,$134.22M
Galaxy Quest,PG,102 min,"Adventure, Comedy, Sci-Fi",7.4,Dean Parisot,$71.58M
The Texas Chain Saw Massacre,18,83 min,Horror,7.4,Tobe Hooper,$30.86M
A Time to Kill,15,149 min,"Crime, Drama, Thriller",7.4,Joel Schumacher,$108.77M
Begin Again,15,104 min,"Comedy, Drama, Music",7.4,John Carney,$16.17M
The Orphanage,15,105 min,"Drama, Horror, Mystery",7.4,J.A. Bayona,$7.16M
Inside Llewyn Davis,15,104 min,"Comedy, Drama, Music",7.4,Ethan Coen,$13.24M
Green Street,18,109 min,"Crime, Drama, Sport",7.4,Lexi Alexander,$0.34M
The Way Way Back,12A,103 min,"Comedy, Drama",7.4,Nat Faxon,$21.50M
The Rocky Horror Picture Show,AA,100 min,"Comedy, Horror, Musical",7.4,Jim Sharman,$139.88M
The NeverEnding Story,U,102 min,"Adventure, Drama, Family",7.4,Wolfgang Petersen,$20.16M
The Constant Gardener,15,129 min,"Drama, Mystery, Romance",7.4,Fernando Meirelles,$33.58M
Alice in Wonderland,U,75 min,"Animation, Adventure, Comedy",7.4,Clyde Geronimi,$1.07M
From Russia with Love,PG,115 min,"Action, Adventure, Thriller",7.4,Terence Young,$24.80M
Man on the Moon,15,118 min,"Biography, Comedy, Drama",7.4,Milos Forman,$34.58M
National Lampoon's Animal House,AA,109 min,Comedy,7.4,John Landis,$0.20M
Frequency,15,118 min,"Crime, Drama, Mystery",7.4,Gregory Hoblit,$45.01M
Jacob's Ladder,18,113 min,"Drama, Horror, Mystery",7.4,Adrian Lyne,$26.12M
August Rush,PG,114 min,"Drama, Music",7.4,Kirsten Sheridan,$31.66M
Tootsie,U,116 min,"Comedy, Drama, Romance",7.4,Sydney Pollack,$177.20M
Malena,15,108 min,"Drama, Romance, War",7.4,Giuseppe Tornatore,$3.45M
Elizabeth,15,124 min,"Biography, Drama, History",7.4,Shekhar Kapur,$30.08M
The Cider House Rules,12,126 min,"Drama, Romance",7.4,Lasse Hallström,$57.55M
"Good Night, and Good Luck.",PG,93 min,"Biography, Drama, History",7.4,George Clooney,$31.50M
Reign Over Me,15,124 min,Drama,7.4,Mike Binder,$19.66M
Witness,15,112 min,"Drama, Romance, Thriller",7.4,Peter Weir,$68.71M
The Painted Veil,12A,125 min,"Drama, Romance",7.4,John Curran,$8.06M
Biutiful,15,148 min,"Drama, Romance",7.4,Alejandro G. Iñárritu,$5.10M
American Graffiti,AA,110 min,"Comedy, Drama",7.4,George Lucas,$115.00M
The Land Before Time,U,69 min,"Animation, Adventure, Drama",7.4,Don Bluth,$48.09M
Frances Ha,15,86 min,"Comedy, Drama, Romance",7.4,Noah Baumbach,$4.06M
Trumbo,15,124 min,"Biography, Drama",7.4,Jay Roach,$7.86M
Notes on a Scandal,15,92 min,"Crime, Drama, Romance",7.4,Richard Eyre,$17.51M
Felon,15,104 min,"Crime, Thriller",7.4,Ric Roman Waugh,$0.04M
Open Range,12A,139 min,"Action, Drama, Romance",7.4,Kevin Costner,$58.33M
M.A.S.H.,15,116 min,"Comedy, Drama, War",7.4,Robert Altman,$81.60M
To Catch a Thief,PG,106 min,"Mystery, Romance, Thriller",7.4,Alfred Hitchcock,$8.75M
Dirty Rotten Scoundrels,PG,110 min,"Comedy, Crime",7.4,Frank Oz,$42.04M
Bullitt,A,114 min,"Action, Crime, Thriller",7.4,Peter Yates,$42.30M
Rust and Bone,15,120 min,"Drama, Romance",7.4,Jacques Audiard,$2.06M
